,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
lee6200wa,79.9,Anders Lee,6200,W,0,NYI,LA-J.Quick,13.27,16.7,9.9,1.91,2.1,1,1,6,0,-3.5,77,0,2,3.3,2.9,-135,6,55,-134,12.2,1.1,60,34,38,97,11.3,50,50,25,12,0.38,0.32,0.7,16.91,2.48,2.41,3.4,0.71,0.16,0.61,3.02,13.51,13.73,9.84,0.1,0.09,2.94,0.55,0.8,0.69,0,0,0.28,0.23,0.66,0,2.68,0.42,0.25,0.67,17.7,2.27,2.42,3.64,0.66,0.17,0.25,2.67,14.42,14.08,0,0.08,3.07,0.08,14.29,3.29,2.86,0.43,3.83,0,18.79,3.4,0,0.14,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,lee,a,lee6200wa,87268-39238,W,a,Anders Lee,lee,12.23442603,61,6200,LA@NYI,NYI,LA,,,,,,W/UTIL,lee6200wa,5400
lehkonen6400wa,74.67,Artturi Lehkonen,6400,W,0,COL,WPG-C.Hellebuyck,11.16,14.1,8.3,-0.59,1.7,1,2,7,0,-4.8,21,1,5,3,3.1,-105,6,47,-140,12,1.5,57,27,33,96,8.9,44,55,11,9,0.38,0.34,0.72,19.12,2.26,2.39,3.44,0.7,0.16,0.75,3.14,15.71,13.27,11.26,0.1,0.12,3.07,0.47,0.71,0.66,0.02,0,0.26,0.22,0.54,0.02,2.76,0.3,0.2,0.5,19.54,1.54,2.3,2.7,0.85,0.13,0.5,2.8,14.1,15.2,0,0.1,2.97,0.8,13.17,3.5,3,0.5,3.67,1.5,19.15,3.77,0,0.17,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,lehkonen,a,lehkonen6400wa,87268-70483,W,a,Artturi Lehkonen,lehkonen,12.24807739,52,6400,COL@WPG,COL,WPG,,,,,,W/UTIL,lehkonen6400wa,4800
lizotte4300cb,61.41,Blake Lizotte,4300,C,0,LA,NYI-ISorokin,6.14,7.9,4.4,-1.3,1.4,3,0,1,0,-0.9,21,2,1,2.9,3.3,114,6,45,112,6.6,0,56,28,36,96,10.9,77,22,44,9,0.13,0.29,0.42,12.78,1.97,1.31,1.69,0.77,0.1,0.38,1.69,11.17,9.94,8.14,0,0,0.1,0.02,0.05,0.5,0,0.03,0.13,0.25,0.69,0.01,1.53,0.2,0.6,0.8,14.78,3.25,1.5,2.2,0.68,0.13,0.6,2.1,13,12.1,0,0,0.01,0,14.17,2.33,1.83,0.5,2.67,0,14.09,0.02,0,0,49.4,47.98,49.21,44.46,44.19,3.21,0.23,2.94,0.17,46.2,50.58,45.6,47.92,2.9,0.34,2.75,0.21,45.43,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,lizotte,b,lizotte4300cb,87268-103276,C,b,Blake Lizotte,lizotte,7.267796403,59,4300,LA@NYI,LA,NYI,,,,,,C/UTIL,lizotte4300cb,2700
lomberg3600wr,64.17,Ryan Lomberg,3600,W,0,FLA,BUF-U.Luukkonen,5.5,7.1,3.9,-0.79,1.5,3,0,1,0,-4.1,57,0,4,4.2,3,-202,7,60,-205,5.3,-0.9,45,18,36,100,6.6,80,20,20,10,0.17,0.1,0.27,10.37,1.56,1.42,2.01,0.71,0.12,0.23,1.65,10.72,9.35,7.97,0,0,0.06,0,0,0,0,0,0.17,0.1,1.33,0,1.74,0.18,0.09,0.27,12.43,1.3,2.09,2.82,0.74,0.09,0.27,2.36,14.64,12.36,0,0,0.06,0,14.57,2.43,2.14,0.29,2.86,0,11.78,0.05,0,0,49.36,50.74,42.14,41.46,44.81,3.38,0.23,2.75,0.26,57.45,43.1,48.18,44.7,2.82,0.1,2.5,0.32,46.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,lomberg,r,lomberg3600wr,87268-66754,W,r,Ryan Lomberg,lomberg,5.146666463,60,3600,BUF@FLA,FLA,BUF,,,,,,W/UTIL,lomberg3600wr,2500
lowry4100ca,62.95,Adam Lowry,4100,C,0,WPG,COL-AGeorgiev,7.29,9.3,5.3,0.26,1.8,3,2,3,0,-2.3,49,0,2,3.1,3,-115,6,53,116,7.7,-0.2,53,22,43,86,4.9,50,50,12,8,0.19,0.22,0.41,15.49,1.59,1.66,2.25,0.74,0.11,0.59,2.26,10.1,11.05,7.51,0,0.03,1.29,0.15,0.24,0.6,0.05,0.01,0.14,0.17,0.57,0.02,1.69,0,0.2,0.2,15,0.8,1.1,1.63,0.68,0,0.7,1.8,11.3,10.6,0,0.1,0.99,0,9.67,1.83,1,0.83,1.2,0.17,14.86,0.31,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,lowry,a,lowry4100ca,87268-15346,C,a,Adam Lowry,lowry,7.279310555,58,4100,COL@WPG,WPG,COL,,,,,,C/UTIL,lowry4100ca,2900
lundell4500ca,74.37,Anton Lundell,4500,C,0,FLA,BUF-ULuukkonen,12.18,15.3,9,4.33,2.7,1,2,4,0,-2.3,71,0,4,4.2,3,-202,7,60,-205,8.8,-0.2,45,18,33,100,7.9,60,40,10,10,0.21,0.27,0.47,15.6,1.81,2.04,2.66,0.77,0.1,0.53,2.56,11.97,9.86,8.94,0.01,0.06,1.56,0.22,0.41,0.53,0.04,0.01,0.15,0.19,0.47,0.01,2.32,0.09,0.45,0.55,17.67,1.87,1.55,2,0.77,0.06,0.55,2.09,15.18,13.73,0,0,1.37,0,14.14,1.86,1.43,0.43,1.86,0,18,1.33,0,0,49.36,50.74,42.14,41.46,44.81,3.38,0.23,2.75,0.26,57.45,43.1,48.18,44.7,2.82,0.1,2.5,0.32,46.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,lundell,a,lundell4500ca,87268-152882,C,a,Anton Lundell,lundell,9.350980272,51,4500,BUF@FLA,FLA,BUF,,,,,,C/UTIL,lundell4500ca,3600
luostarinen5000we,73.24,Eetu Luostarinen,5000,W,0,FLA,BUF-U.Luukkonen,9.7,12.3,7.1,0.68,1.9,2,2,5,0,-3.6,33,0,4,4.2,3,-202,7,60,-205,7.2,0,57,31,43,100,11.5,70,30,50,10,0.15,0.28,0.43,14.76,1.75,1.31,1.76,0.74,0.11,0.61,1.92,11.47,10.17,8.7,0.01,0.03,0.58,0.1,0.15,0.67,0.01,0.02,0.13,0.23,0.32,0,2.09,0.27,0.45,0.73,16.36,2.68,1.64,2.55,0.64,0.17,0.91,2.55,16,14.09,0,0,0.6,0,15.57,2.43,1.71,0.71,2.71,0,16.22,0.65,0,0,49.36,50.74,42.14,41.46,44.81,3.38,0.23,2.75,0.26,57.45,43.1,48.18,44.7,2.82,0.1,2.5,0.32,46.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,luostarinen,e,luostarinen5000we,87268-107994,W,e,Eetu Luostarinen,luostarinen,8.471666463,60,5000,BUF@FLA,FLA,BUF,,,,,,W/UTIL,luostarinen5000we,3600
luukkonen7600gu,43.25,U. Luukkonen,7600,G,0,BUF,FLA-S.Bobrovsky,0,0,0,-16.53,0,1,0,6,0,-2.4,48,2,0,3,4.2,170,7,40,168,16.3,0.2,26,20,8,69,8.6,33,22,22,9,3.46,0,0,0,0,32.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.14,50.74,0,0,0,0,0,0,43.1,57.45,0,0,0,0,54.86,2/24/2023,0,28.9,0.58,0.33,58.13,0,26.5,3.67,0.33,0.33,49.36,3.52,36.9,2.75,0.26,3.38,0.23,3.91,41.27,2.5,0.32,2.82,0.1,40.14,FLA,luukkonen,u,luukkonen7600gu,87268-97029,G,u,Ukko-Pekka Luukkonen,luukkonen,16.26666641,24,7600,BUF@FLA,BUF,FLA,,,,,,G,luukkonen7600gu,7400
lycksell3100wo,45.82,Olle Lycksell,3100,W,0,PHI,MTL-J.Allen,4.92,6.3,3.5,-0.4,1.6,4,0,1,0,-2.4,86,1,3,3.4,2.7,-165,6,46,-145,5.2,0,14,0,0,27,5.9,30,0,0,10,0,0.2,0.2,9.39,1.28,0.8,0.8,1,0,0.8,1.6,5.2,11.2,3.2,0,0,0,0,0,0,0,0,0,0.2,1.2,0,0.96,0,0.33,0.33,9.41,2.1,0.67,0.67,1,0,1.33,2,5.33,11.67,0,0,0,0,5.33,2,0.67,1.33,0.67,0,9.41,0,0,0,47.1,42.98,47.24,49.86,41.22,2.92,0.13,3.49,0.26,44.09,51.2,51.18,39.4,2.09,0.09,3.2,0.28,39.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,lycksell,o,lycksell3100wo,87268-149733,W,o,Olle Lycksell,lycksell,4,6,3100,MON@PHI,PHI,MON,,,,,,W/UTIL,lycksell3100wo,2500
lyubushkin3600di,50.8,Ilya Lyubushkin,3600,D,0,BUF,FLA-S.Bobrovsky,4.06,5.2,2.9,-2.66,1.1,3,0,1,0,-3.8,44,2,1,3,4.2,170,7,40,168,4.7,-1.9,47,12,35,94,4.9,77,22,11,9,0.04,0.16,0.2,15.15,0.79,0.58,0.74,0.79,0.07,1.22,1.8,11.91,12.44,8.77,0,0,0.01,0,0,0,0.01,0.01,0.03,0.15,0.97,0,0.63,0.1,0,0.1,14.79,0.41,0.6,0.7,0.86,0.17,1.5,2.1,8.2,12,0,0,0.06,0,9.17,2.17,0.67,1.5,0.83,0,14.62,0.03,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,lyubushkin,i,lyubushkin3600di,87268-84404,D,i,Ilya Lyubushkin,lyubushkin,4.515555488,45,3600,BUF@FLA,BUF,FLA,,,,,,D/UTIL,lyubushkin3600di,2500
macdermid3600dk,35.85,Kurtis MacDermid,3600,D,0,COL,WPG-C.Hellebuyck,1.86,2.4,1.3,-4.86,0.5,3,0,1,0,-4.8,44,1,5,3,3.1,-105,6,47,-140,2.6,-1.9,14,4,31,96,2.1,33,33,0,9,0.02,0.09,0.11,7.64,0.86,0.49,0.71,0.69,0.04,0.44,0.93,6.45,7.31,4.55,0,0,0,0,0,0,0,0,0.02,0.09,1.29,0,0.73,0,0.1,0.1,9.59,0.63,0.7,0.9,0.78,0,0.9,1.6,9.2,9.5,0,0,0,0,9.67,2.17,0.83,1.33,0.83,0,10.54,0,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,macdermid,k,macdermid3600dk,87268-39972,D,k,Kurtis MacDermid,macdermid,2.468571472,35,3600,COL@WPG,COL,WPG,,,,,,D/UTIL,macdermid3600dk,2500
mackinnon10300cn,81.88,Nathan MacKinnon,10300,C,0,COL,WPG-CHellebuyck,22.46,28.1,16.8,2.7,2.2,1,1,25,0,-3,16,1,5,3,3.1,-105,6,47,-140,22.7,2.9,67,38,19,97,26.1,77,22,66,9,0.56,0.85,1.41,21.86,3.87,5.28,6.64,0.8,0.11,0.51,5.78,20.35,15.8,14.87,0.15,0.28,3.85,1.54,2.01,0.77,0,0,0.41,0.57,0.58,0.02,4.19,0.6,1,1.6,23.23,4.13,5,6.2,0.81,0.12,0.7,5.7,20.9,21.6,0.1,0.1,3.38,1.2,20.5,6.33,6,0.33,6.67,1.67,22.97,3.86,0.17,0.17,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,mackinnon,n,mackinnon10300cn,87268-41391,C,n,Nathan MacKinnon,mackinnon,23.56590965,44,10300,COL@WPG,COL,WPG,,,,,,C/UTIL,mackinnon10300cn,8600
maenalanen3800ws,42.76,Saku Maenalanen,3800,W,0,WPG,COL-A.Georgiev,3.79,4.9,2.7,-2.89,1,4,0,1,0,-5,41,0,2,3.1,3,-115,6,53,116,4,-1.8,33,7,38,57,2,37,62,0,8,0.1,0.1,0.19,11.09,1.03,1.05,1.4,0.75,0.09,0.52,1.57,7.4,10,5.31,0,0,0.06,0,0.02,0,0,0,0.1,0.1,0.24,0,0.78,0,0.2,0.2,9.58,1.25,0.8,1,0.8,0,0.6,1.4,6.8,7.8,0,0,0.05,0,4.67,1.33,0.5,0.83,1,0,9.57,0,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,maenalanen,s,maenalanen3800ws,87268-84361,W,s,Saku Maenalanen,maenalanen,4.419047764,42,3800,COL@WPG,WPG,COL,,,,,,W/UTIL,maenalanen3800ws,2500
mahura3700dj,67.35,Josh Mahura,3700,D,0,FLA,BUF-U.Luukkonen,4.87,6.2,3.5,-2.07,1.3,3,0,1,0,-1.7,29,0,4,4.2,3,-202,7,60,-205,4.6,-2.2,56,15,35,89,3,50,50,0,10,0.08,0.13,0.2,14.31,0.84,1.13,1.54,0.73,0.07,0.89,2.01,14.32,12.22,10.57,0,0,0.13,0,0.03,0,0,0,0.08,0.13,0.38,0,0.93,0,0,0,13.62,0,1.27,2,0.64,0,0.91,2.18,18.73,11.55,0,0,0.12,0,17.43,1.57,1,0.57,1.71,0,13.33,0.03,0,0,49.36,50.74,42.14,41.46,44.81,3.38,0.23,2.75,0.26,57.45,43.1,48.18,44.7,2.82,0.1,2.5,0.32,46.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,mahura,j,mahura3700dj,87268-74079,D,j,Josh Mahura,mahura,4.773333232,60,3700,BUF@FLA,FLA,BUF,,,,,,D/UTIL,mahura3700dj,2500
malgin3400wd,56.69,Denis Malgin,3400,W,0,COL,WPG-C.Hellebuyck,3.21,4.2,2.3,-2.69,0.9,3,0,1,0,-1,72,1,5,3,3.1,-105,6,47,-140,5.4,-1.1,48,15,28,52,6.1,66,33,33,9,0.1,0.13,0.23,11.11,1.24,1.82,2.57,0.71,0.06,0.23,2.05,10,8.46,7.54,0,0.03,1.01,0.14,0.22,0.62,0,0,0.1,0.1,0.15,0,1.49,0.22,0.11,0.33,7.11,2.78,1.11,1.89,0.59,0.2,0.44,1.56,8.44,7,0,0.11,0.33,0,8,1.33,1,0.33,1.5,0,6.93,0.15,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,malgin,d,malgin3400wd,87268-73981,W,d,Denis Malgin,malgin,5.007317148,41,3400,COL@WPG,COL,WPG,,,,,,W/UTIL,malgin3400wd,2500
manson3600dj,64.75,Josh Manson,3600,D,0,COL,WPG-C.Hellebuyck,5.8,7.4,4.2,-0.92,1.6,2,0,1,0,-3.1,85,1,5,3,3.1,-105,6,47,-140,8,0.4,40,18,17,96,18.4,22,0,22,9,0.12,0.25,0.37,17.39,1.28,1.63,1.97,0.83,0.07,1.24,2.87,14.4,14.22,10.32,0,0,0.02,0.02,0.02,1,0,0,0.12,0.25,1.01,0,1.41,0,1,1,21.06,2.85,2,2,1,0,4.5,6.5,15.5,30.5,0,0,0.08,0,15.5,6.5,2,4.5,2,0,21.06,0.08,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,manson,j,manson3600dj,87268-54194,D,j,Josh Manson,manson,7.721739396,23,3600,COL@WPG,COL,WPG,,,,,,D/UTIL,manson3600dj,3100
marner7900wm,87.32,Mitch Marner,7900,W,0,TOR,MIN-F.Gustavsson,16.29,20.4,12.2,1.61,2.1,2,1,6,0,-4.1,15,0,3,3.6,2.5,-210,6,85,-152,17.9,2,82,29,14,97,17.3,90,10,10,10,0.42,0.93,1.35,21.2,3.82,2.66,3.81,0.7,0.16,0.56,3.22,14.92,11.61,10.99,0.08,0.35,3.65,0.71,0.94,0.76,0.03,0.02,0.31,0.56,0.29,0.01,2.32,0.3,1.2,1.5,20.65,4.36,2.2,2.7,0.81,0.14,0.2,2.4,15.1,15.2,0.1,0.5,2.84,0.4,13.33,1.83,1.67,0.17,2.17,0.83,19.87,2.65,0,0.5,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,marner,m,marner7900wm,87268-66683,W,m,Mitchell Marner,marner,16.17931077,58,7900,MIN@TOR,TOR,MIN,,,,,,W/UTIL,marner7900wm,6200
martin4000wm,52.37,Matt Martin,4000,W,0,NYI,LA-J.Quick,4.71,6.1,3.4,-2.36,1.2,1,0,1,0,-3.5,82,0,2,3.3,2.9,-135,6,55,-134,4.3,-1.7,43,17,51,97,7.6,83,16,25,12,0.09,0.14,0.22,11.03,1.2,0.89,1.19,0.75,0.1,0.46,1.35,8.6,9.64,6.22,0,0,0.06,0,0,0,0,0,0.09,0.14,0.87,0,1.88,0.17,0.25,0.42,11.49,2.19,1.5,1.82,0.83,0.11,0.75,2.25,9.67,10.33,0,0,0.12,0,9.29,2.71,1.71,1,2,0,12.15,0.18,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,martin,m,martin4000wm,87268-9196,W,m,Matt Martin,martin,5.180327869,61,4000,LA@NYI,NYI,LA,,,,,,W/UTIL,martin4000wm,3300
martinook5000wj,77.99,Jordan Martinook,5000,W,0,CAR,OTT-C.Talbot,8.04,10.2,5.9,-0.98,1.6,3,0,1,0,-1.1,15,1,3,4.1,2.6,-250,6.5,77,-265,7.5,-0.1,51,17,33,98,9.9,70,30,10,10,0.17,0.22,0.4,14.21,1.69,1.95,2.89,0.68,0.09,0.29,2.24,13.15,8.58,9.98,0,0,0.09,0,0.02,0,0.01,0.01,0.16,0.21,0.66,0.02,2.05,0.1,0.5,0.6,16.37,2.2,2.2,3.4,0.65,0.05,0.5,2.7,13.7,8.3,0,0,0.05,0,13.6,2.2,2,0.2,3.2,0.2,15.68,0,0,0,51.33,52.18,44.29,36.77,45.61,3.14,0.19,3.41,0.2,53.4,47.4,37.2,43.5,2.2,0.32,4.2,0.14,39,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,martinook,j,martinook5000wj,87268-43008,W,j,Jordan Martinook,martinook,8.628571647,56,5000,OTT@CAR,CAR,OTT,,,,,,W/UTIL,martinook5000wj,3300
matheson5800dm,58.25,Michael Matheson,5800,D,0,MTL,PHI-C.Hart,11.3,14.2,8.4,-0.15,1.9,1,1,5,0,-4.1,73,1,3,2.7,3.4,140,6,54,125,9.9,0.4,48,13,7,91,10.9,85,14,14,7,0.15,0.38,0.53,22.15,1.44,2.16,2.96,0.73,0.07,1.24,3.4,17.58,17.47,13.4,0,0.13,2.26,0.3,0.41,0.73,0,0,0.15,0.25,0.84,0.02,1.55,0.2,0.5,0.7,24.55,1.71,1.9,2.4,0.79,0.11,1.7,3.6,14,17.7,0,0.2,3.11,0.5,14.83,3.5,1.33,2.17,2,0.17,25.11,2.62,0,0.17,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,matheson,m,matheson5800dm,87268-62277,D,m,Mike Matheson,matheson,10.90434796,23,5800,MON@PHI,MON,PHI,,,,,,D/UTIL,matheson5800dm,5000
matthews9900ca,86.45,Auston Matthews,9900,C,0,TOR,MIN-FGustavsson,21.14,26.4,15.8,2.2,2.1,1,1,23,0,-3.9,27,0,3,3.6,2.5,-210,6,85,-152,21.8,2.6,67,34,20,97,15.6,20,30,10,10,0.67,0.64,1.31,20.37,3.86,4.46,6.41,0.7,0.15,1.24,5.7,17.47,13.68,13.26,0.18,0.15,3.76,1.16,1.72,0.68,0,0,0.49,0.49,0.29,0.04,3.25,0.2,0.6,0.8,17.83,2.69,3,4.8,0.63,0.07,2.2,5.2,15.8,13.4,0,0.2,2.79,0.6,14.25,4.75,2.75,2,4,0.75,16.82,2.53,0,0.25,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,matthews,a,matthews9900ca,87268-70899,C,a,Auston Matthews,matthews,20.01372573,51,9900,MIN@TOR,TOR,MIN,,,,,,C/UTIL,matthews9900ca,8400
mayfield4200ds,67.75,Scott Mayfield,4200,D,0,NYI,LA-J.Quick,7.58,9.6,5.6,-0.43,1.8,1,0,1,0,-2.7,94,0,2,3.3,2.9,-135,6,55,-134,7.7,-0.2,55,16,23,97,6.5,58,41,8,12,0.08,0.17,0.25,20.45,0.73,1.49,2.18,0.68,0.05,2.05,3.54,15.14,16.34,10.7,0,0,0.04,0,0.01,0,0,0,0.08,0.17,0.96,0,1.03,0,0.25,0.25,20.61,0.73,1.08,1.82,0.6,0,1.75,2.83,16.25,19.08,0,0,0.08,0,15,2,0.43,1.57,0.83,0,20.02,0.14,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,mayfield,s,mayfield4200ds,87268-39261,D,s,Scott Mayfield,mayfield,7.960655838,61,4200,LA@NYI,NYI,LA,,,,,,D/UTIL,mayfield4200ds,4100
middleton3600dj,43.5,Jake Middleton,3600,D,0,MIN,TOR-I.Samsonov,6.32,8,4.6,-0.4,1.8,1,0,1,0,-2.1,78,2,1,2.5,3.6,171,6,15,126,6.5,-0.9,70,20,26,95,6.8,83,16,33,12,0.03,0.15,0.18,18.68,0.58,1.03,1.54,0.67,0.03,1.96,2.99,13.65,15.74,10.17,0,0.01,0.16,0.02,0.03,0.67,0,0.01,0.03,0.13,1.03,0,1.16,0,0.31,0.31,20.01,0.93,1.38,2,0.69,0,1.54,2.92,16.92,18.85,0,0,0.06,0,16.56,3.33,1.44,1.89,1.89,0,20.49,0.08,0,0,46.62,44.51,42.88,42.56,47.06,3.22,0.23,3.12,0.21,49.23,44.4,47.92,50.6,3.15,0.22,2.7,0.07,50.5,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,middleton,j,middleton3600dj,87268-59147,D,j,Jake Middleton,middleton,6.098245721,57,3600,MIN@TOR,MIN,TOR,,,,,,D/UTIL,middleton3600dj,2900
