,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
duhaime3600wb,47.27,Brandon Duhaime,3600,W,0,MIN,LA-P.Copley,4.35,5.6,3.1,-1.94,1.2,3,0,0,0,-1.5,57,0,2,3.2,2.9,-125,6,52,-130,3.5,-1.9,31,8,45,96,3.7,45,9,54,11,0.07,0.05,0.12,9.49,0.76,1.15,1.61,0.71,0.06,0.24,1.39,7.46,8.01,5.53,0,0,0.06,0,0,0,0.01,0,0.05,0.05,1.27,0,1.47,0.08,0,0.08,10.27,0.47,1.17,1.83,0.64,0.07,0.42,1.58,8.25,9.58,0,0,0.04,0,9.25,1.75,1.38,0.38,2.13,0,10.49,0.06,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,duhaime,b,duhaime3600wb,87209-103624,W,b,Brandon Duhaime,duhaime,4.933333426,33,3600,LA@MIN,MIN,LA,,,,,,W/UTIL,duhaime3600wb,2500
dumba3900dm,63.7,Matt Dumba,3900,D,0,MIN,LA-P.Copley,6.68,8.5,4.9,-0.69,1.7,2,0,0,0,-2.2,78,0,2,3.2,2.9,-125,6,52,-130,7.4,-1,48,14,29,96,4.9,54,0,45,11,0.1,0.17,0.27,21.56,0.75,1.47,2.22,0.66,0.07,1.49,2.96,16.82,16.45,12.16,0.01,0,0.43,0.07,0.16,0.42,0,0,0.09,0.17,0.97,0,1.06,0,0.09,0.09,22.51,0.24,1.18,2.36,0.5,0,1.45,2.64,20,18.27,0,0,0.1,0,20.5,2.75,1.38,1.38,2.5,0,22.58,0.11,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,dumba,m,dumba3900dm,87209-23225,D,m,Matt Dumba,dumba,6.637036924,54,3900,LA@MIN,MIN,LA,,,,,,D/UTIL,dumba3900dm,3200
durzi5300ds,66.05,Sean Durzi,5300,D,0,LA,MIN-F.Gustavsson,9.28,11.7,6.9,-1.1,1.8,2,2,5,0,-3,90,0,3,2.9,3.2,105,6,48,110,10.7,0.5,71,25,25,95,7.6,66,0,33,9,0.09,0.4,0.48,20.65,1.39,1.89,2.62,0.72,0.05,2.04,3.94,15.51,14.98,11.54,0.03,0.23,2.56,0.44,0.69,0.64,0,0.01,0.05,0.16,0.78,0,1.75,0.1,0.4,0.5,19.21,1.56,1.8,2.4,0.75,0.06,1.2,3,16.2,11.2,0,0.3,1.46,0.2,18,3.25,2.25,1,2.75,0.5,19.84,1.92,0,0.5,46.04,47.96,42.15,44.44,44.61,3.24,0.23,3.28,0.23,44.8,45.17,45.9,50.08,3.1,0.35,2.92,0.09,51.5,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,durzi,s,durzi5300ds,87209-97173,D,s,Sean Durzi,durzi,10.41111134,54,5300,LA@MIN,LA,MIN,,,,,,D/UTIL,durzi5300ds,5000
dvorak4200cc,41.93,Christian Dvorak,4200,C,0,MTL,NJD-V.Vanecek,6.46,8.3,4.7,-0.78,1.5,2,0,0,0,-2.9,34,0,3,2.3,4.4,287,6.5,19,275,8.4,0.6,55,26,33,86,6.6,44,22,55,9,0.17,0.35,0.51,16.91,1.81,1.38,1.83,0.76,0.12,0.88,2.27,10.28,12.73,7.23,0,0.05,2.1,0.32,0.42,0.78,0.01,0,0.15,0.29,0.1,0.03,1.45,0.2,0.1,0.3,16.21,1.11,1.2,1.6,0.75,0.17,0.8,2,9.9,12.9,0,0,1.59,0.6,12.2,1.8,1,0.8,1.6,0.2,16.47,0.85,0,0,45.84,41.35,45.18,47.13,49.13,3.11,0.17,2.94,0.21,40.1,53,50.6,50.09,2.9,0.24,2.91,0.19,50.71,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,dvorak,c,dvorak4200cc,87209-59120,C,c,Christian Dvorak,dvorak,7.73392868,56,4200,MON@NJ,MON,NJ,,,,,,C/UTIL,dvorak4200cc,2800
edler3700da,49.4,Alexander Edler,3700,D,0,LA,MIN-F.Gustavsson,6.11,7.8,4.5,-0.83,1.7,3,0,0,0,-3.3,63,0,3,2.9,3.2,105,6,48,110,5.8,-1.2,50,12,23,95,4,33,11,33,9,0.04,0.2,0.24,16.2,0.89,1,1.64,0.61,0.04,1.76,2.76,15.3,14.24,11.73,0,0,0.08,0,0,0,0,0.01,0.04,0.19,0.77,0,0.52,0,0.14,0.14,15.32,0.55,0.71,1.57,0.45,0,1,1.71,14.14,13.71,0,0,0.07,0,15.33,0.67,0,0.67,1.33,0,15.2,0,0,0,46.04,47.96,42.15,44.44,44.61,3.24,0.23,3.28,0.23,44.8,45.17,45.9,50.08,3.1,0.35,2.92,0.09,51.5,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,edler,a,edler3700da,87209-8709,D,a,Alexander Edler,edler,5.483333588,48,3700,LA@MIN,LA,MIN,,,,,,D/UTIL,edler3700da,2700
eichel7800cj,87.23,Jack Eichel,7800,C,0,VGK,CHI-P.Mrazek,16.47,20.6,12.3,1.84,2.1,1,1,16,0,-0.1,97,0,3,4.2,2.5,-295,6.5,72,-280,15.8,0.9,62,28,19,88,12.3,66,22,22,9,0.41,0.42,0.82,19.03,2.58,3.78,4.68,0.81,0.11,0.91,4.69,15.11,14.04,11.31,0.05,0.18,2.86,0.79,1.04,0.76,0,0,0.35,0.24,0.14,0.03,3.29,0.2,0.3,0.5,17.52,1.71,3.4,4.4,0.77,0.06,0.7,4.1,14.4,12.5,0,0,2.87,0.8,13.8,4.2,3.6,0.6,4.4,1.2,16.66,2.82,0,0,49.85,50.15,50.17,47.76,39.2,2.61,0.21,2.81,0.24,49.5,50.42,48.2,40.08,2.6,0.04,2.75,0.18,44,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,eichel,j,eichel7800cj,87209-64100,C,j,Jack Eichel,eichel,15.93720902,43,7800,VGK@CHI,VGK,CHI,,,,,,C/UTIL,eichel7800cj,7700
ek7300cj,81.08,Joel Eriksson Ek,7300,C,0,MIN,LA-P.Copley,14.75,18.5,11,1.15,2,2,1,14,0,-1.9,21,0,2,3.2,2.9,-125,6,52,-130,13.6,2.2,70,33,29,96,16.7,81,45,18,11,0.35,0.4,0.75,18.99,2.37,3.04,4.17,0.73,0.12,0.63,3.67,11.79,10.86,8.82,0.13,0.15,3.38,0.84,1.16,0.72,0.02,0.01,0.2,0.24,0.49,0.02,2.97,0.5,0.42,0.92,18.48,2.99,4.25,5.67,0.75,0.12,0.92,5.17,11.67,10.83,0.42,0.33,3.64,1.42,11.5,5,4,1,5.38,1.38,18.27,3.59,0.38,0.25,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,ek,j,ek7300cj,87209-73949,C,j,Joel Eriksson Ek,ek,14.65178571,56,7300,LA@MIN,MIN,LA,,,,,,C/UTIL,ek7300cj,5700
ekholm4600dm,79.35,Mattias Ekholm,4600,D,0,NAS,VAN-C.Delia,10.12,12.7,7.5,1.25,2.2,2,2,6,0,-2.5,45,0,2,3.7,3,-160,6.5,63,-165,9.1,0.5,71,23,25,88,5.4,62,0,37,8,0.09,0.32,0.41,22.37,1.1,1.94,2.69,0.72,0.05,1.36,3.31,16.14,16.08,12.17,0,0.07,1.71,0.25,0.39,0.64,0,0.01,0.09,0.24,0.48,0,1.29,0,0.11,0.11,22.4,0.29,1.56,2.56,0.61,0,1.44,3,20.22,15.56,0,0,1.29,0.22,20.17,2.5,1.33,1.17,2.33,0.17,22.53,1.48,0,0,45.65,44.95,46.23,47.57,43.44,3.28,0.21,2.86,0.29,49.78,41.09,43.89,44.64,2.33,0.24,2.82,0.35,44.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,ekholm,m,ekholm4600dm,87209-14456,D,m,Mattias Ekholm,ekholm,7.835185298,54,4600,VAN@NSH,NSH,VAN,,,,,,D/UTIL,ekholm4600dm,3500
eller3900cl,69.62,Lars Eller,3900,C,0,WAS,DET-V.Husso,7.02,8.9,5.1,0.4,1.8,4,0,0,0,-0.3,49,0,3,3.4,2.8,-157,6,48,-160,6.8,-0.1,60,20,34,94,4.8,66,11,33,9,0.15,0.17,0.31,15.3,1.22,1.74,2.39,0.73,0.08,0.54,2.28,12.08,11.56,8.74,0,0,0.21,0.01,0.03,0.33,0,0,0.15,0.17,0.63,0.02,1.43,0,0.1,0.1,15.73,0.38,1.6,2.6,0.62,0,0.6,2.2,12.5,12.8,0,0,0.09,0,11.8,2.2,1.4,0.8,2,0,15.43,0.11,0,0,48.28,46.07,47.62,46.23,39.86,3.19,0.23,2.86,0.24,45.8,50.55,51.3,36.73,3,0.17,2.64,0.1,32.29,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,eller,l,eller3900cl,87209-9990,C,l,Lars Eller,eller,6.357142857,56,3900,DET@WSH,WSH,DET,,,,,,C/UTIL,eller3900cl,2700
engvall4000wp,74.69,Pierre Engvall,4000,W,0,TOR,BUF-U.Luukkonen,6.97,8.9,5.1,-0.1,1.7,3,0,0,0,-4,72,0,2,4,3.1,-175,7,51,-164,7.4,0.3,57,30,38,98,7.6,40,30,60,10,0.22,0.23,0.45,13.62,1.98,1.86,2.63,0.71,0.12,0.13,1.99,11.76,10.02,8.79,0.01,0.01,0.68,0.08,0.11,0.7,0.02,0.01,0.19,0.21,0.47,0.03,1.84,0.27,0.09,0.36,13.93,1.55,2,3.09,0.65,0.14,0.09,2.09,13.55,10.55,0,0,1.09,0.09,13.4,2.6,2.4,0.2,3,0.2,13.73,1.27,0,0,48.12,47.33,42.07,42.7,44.77,3.12,0.24,2.73,0.26,53.09,44.1,44.82,45,2.45,0.3,2.2,0.32,45.25,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,engvall,p,engvall4000wp,87209-84346,W,p,Pierre Engvall,engvall,6.94181796,55,4000,TOR@BUF,TOR,BUF,,,,,,W/UTIL,engvall4000wp,3100
fabbro3900dd,69.65,Dante Fabbro,3900,D,0,NAS,VAN-C.Delia,6.26,8,4.6,-1.11,1.6,3,0,0,0,-2.2,29,0,2,3.7,3,-160,6.5,63,-165,6.6,-1,59,17,29,88,4,62,12,37,8,0.04,0.21,0.25,17.29,0.87,1.28,1.78,0.72,0.03,1.67,2.95,15.01,15.23,11.11,0,0,0.12,0,0,0,0,0,0.04,0.21,0.47,0,0.86,0,0,0,15.71,0,1.22,1.78,0.69,0,1,2.22,13.11,11.89,0,0,0.02,0,11,2,0.67,1.33,1.5,0,16.1,0,0,0,45.65,44.95,46.23,47.57,43.44,3.28,0.21,2.86,0.29,49.78,41.09,43.89,44.64,2.33,0.24,2.82,0.35,44.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,fabbro,d,fabbro3900dd,87209-70915,D,d,Dante Fabbro,fabbro,5.694117527,51,3900,VAN@NSH,NSH,VAN,,,,,,D/UTIL,fabbro3900dd,2700
farabee4900wj,52.77,Joel Farabee,4900,W,0,PHI,EDM-S.Skinner,8.72,11.1,6.4,-0.11,1.8,4,2,1,0,-2.5,9,2,1,2.6,4.7,262,7,24,245,8.5,-0.1,58,19,39,89,3.3,18,0,81,11,0.17,0.31,0.48,17.18,1.68,1.83,2.24,0.82,0.09,0.61,2.44,11.39,13.99,8.46,0,0.03,2.27,0.35,0.4,0.88,0,0,0.17,0.27,0.69,0.01,1.4,0,0.08,0.08,13.84,0.35,1.17,1.42,0.82,0,0.58,1.75,8.83,11.25,0,0,1.42,0.08,8.29,2,1.43,0.57,1.57,0,12.42,0.9,0,0,43.23,43.18,44.84,50.01,47.36,2.91,0.13,3.44,0.23,44.17,40.5,51.42,49.6,2.08,0.16,3.2,0.25,47.57,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,farabee,j,farabee4900wj,87209-103203,W,j,Joel Farabee,farabee,7.91206886,58,4900,PHI@EDM,PHI,EDM,,,,,,W/UTIL,farabee4900wj,3000
fast4300wj,67.96,Jesper Fast,4300,W,0,CAR,STL-J.Binnington,5.79,7.4,4.2,-1.87,1.3,3,0,0,0,-0.3,12,0,3,4.1,2.1,-362,6,84,-265,5.7,-1.2,44,19,53,99,3.9,22,11,77,9,0.11,0.26,0.37,15.04,1.48,0.96,1.52,0.63,0.11,0.39,1.35,13.23,9.44,9.99,0,0,0.32,0.01,0.03,0.33,0,0.04,0.11,0.22,0.1,0.01,1.24,0.1,0.2,0.3,15.26,1.18,1,1.5,0.67,0.1,0.6,1.6,13.4,8.8,0,0,0.05,0,12.25,1,0.5,0.5,0.75,0,14.12,0,0,0,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,fast,j,fast4300wj,87209-23053,W,j,Jesper Fast,fast,5.818867809,53,4300,STL@CAR,CAR,STL,,,,,,W/UTIL,fast4300wj,2500
faulk6000dj,48.05,Justin Faulk,6000,D,0,STL,CAR-F.Andersen,9.21,11.6,6.8,-2.67,1.5,2,2,14,0,-2.3,82,0,2,2.1,4.1,287,6,16,215,11.7,0.2,69,27,30,96,9.8,62,12,37,8,0.16,0.42,0.57,23.91,1.43,2.44,3.16,0.77,0.07,1.56,4,16.57,18.68,12.55,0.02,0.1,2.3,0.31,0.42,0.73,0,0,0.14,0.32,0.44,0.02,2.2,0,0.4,0.4,22.7,1.06,3.2,3.67,0.87,0,1.1,4.3,16.8,16.8,0,0.1,2.32,0.5,16.6,5.2,4.2,1,4.6,1,21.06,2.73,0,0,40.35,40.76,36.82,47.61,51.96,2.94,0.26,3.3,0.19,42.8,37.2,42.9,51.8,3.2,0.16,2.7,0.11,56,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,faulk,j,faulk6000dj,87209-14178,D,j,Justin Faulk,faulk,10.97678593,56,6000,STL@CAR,STL,CAR,,,,,,D/UTIL,faulk6000dj,5400
fehervary4200dm,65.9,Martin Fehervary,4200,D,0,WAS,DET-V.Husso,5.93,7.5,4.3,-2.08,1.4,2,0,0,0,-3.6,29,0,3,3.4,2.8,-157,6,48,-160,6.6,-0.6,59,20,27,94,5.3,55,11,44,9,0.11,0.11,0.22,19.6,0.67,1.22,1.62,0.75,0.09,1.55,2.77,15.15,17.05,11.28,0,0,0.04,0,0.02,0,0,0.01,0.11,0.1,0.49,0.02,0.87,0,0.1,0.1,18.97,0.32,1.1,1.5,0.73,0,1.6,2.7,15.1,17.2,0,0,0.09,0,15.2,2.8,0.6,2.2,1,0.2,18.98,0.13,0,0,48.28,46.07,47.62,46.23,39.86,3.19,0.23,2.86,0.24,45.8,50.55,51.3,36.73,3,0.17,2.64,0.1,32.29,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,fehervary,m,fehervary4200dm,87209-97091,D,m,Martin Fehervary,fehervary,6.921738998,46,4200,DET@WSH,WSH,DET,,,,,,D/UTIL,fehervary4200dm,3000
fiala7400wk,76.56,Kevin Fiala,7400,W,0,LA,MIN-F.Gustavsson,13.6,17.1,10.1,-0.1,1.8,3,1,17,0,-2.3,93,0,3,2.9,3.2,105,6,48,110,16.3,3.3,77,39,22,97,20,88,44,11,9,0.39,0.72,1.11,17.75,3.75,3.15,4.16,0.76,0.12,0.27,3.42,12.97,12,9.73,0.1,0.22,2.98,0.7,1.01,0.69,0.01,0,0.28,0.5,0.86,0.03,2.77,0.5,0.9,1.4,17.26,4.87,3.4,4.8,0.71,0.15,0.2,3.6,12.5,12.9,0.1,0.3,2.68,0.6,13.75,4,3.75,0.25,6.5,2.25,16.44,3.68,0.25,0.5,46.04,47.96,42.15,44.44,44.61,3.24,0.23,3.28,0.23,44.8,45.17,45.9,50.08,3.1,0.35,2.92,0.09,51.5,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,fiala,k,fiala7400wk,87209-59208,W,k,Kevin Fiala,fiala,15.66491271,57,7400,LA@MIN,LA,MIN,,,,,,W/UTIL,fiala7400wk,6900
foegele3800ww,63.9,Warren Foegele,3800,W,0,EDM,PHI-C.Hart,7.15,9.1,5.2,0.47,1.9,3,2,4,0,-2.4,86,0,2,4.7,2.6,-342,7,76,-295,5.6,-0.8,40,17,43,105,13.7,77,33,0,9,0.16,0.1,0.26,11.74,1.33,1.61,2.42,0.67,0.1,0.26,1.87,10.85,9.1,7.94,0,0.01,0.4,0.06,0.08,0.71,0.01,0,0.15,0.09,0.34,0,2.27,0.5,0.13,0.63,13.23,2.86,2.75,3.38,0.81,0.18,0.5,3.25,11,8.75,0,0,0.61,0,12.5,3.5,3,0.5,3.67,0,13.52,0.81,0,0,50.09,47.36,50.01,44.84,43.18,3.24,0.31,2.74,0.24,49.6,51.42,40.5,44.17,2.8,0.36,2.67,0.19,45.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,foegele,w,foegele3800ww,87209-74076,W,w,Warren Foegele,foegele,7.495237805,42,3800,PHI@EDM,EDM,PHI,,,,,,W/UTIL,foegele3800ww,3200
forsberg7400wf,89.9,Filip Forsberg,7400,W,0,NAS,VAN-C.Delia,11.22,14.1,8.3,-2.48,1.5,1,1,8,0,-0.4,66,0,2,3.7,3,-160,6.5,63,-165,16.1,1.5,71,32,23,88,10.6,37,12,12,8,0.43,0.57,1,17.79,3.37,3.31,4.99,0.66,0.13,0.57,3.88,13.31,13.48,10.16,0.12,0.23,3.17,0.85,1.32,0.65,0,0,0.31,0.34,0.4,0.02,2.47,0.2,0.4,0.6,15.36,2.34,2.8,5.2,0.54,0.07,0.4,3.2,16.2,10.6,0,0,1.94,0.2,9.5,1,0.5,0.5,3,0.5,11.3,1.55,0,0,45.65,44.95,46.23,47.57,43.44,3.28,0.21,2.86,0.29,49.78,41.09,43.89,44.64,2.33,0.24,2.82,0.35,44.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,forsberg,f,forsberg7400wf,87209-39253,W,f,Filip Forsberg,forsberg,14.03400024,50,7400,VAN@NSH,NSH,VAN,DTD,Upper body,,,,W/UTIL,forsberg7400wf,6400
fowler5500dc,47.6,Cam Fowler,5500,D,0,ANA,TB-A.Vasilevskiy,8.6,10.9,6.3,-2.21,1.6,1,1,3,0,-0.9,63,2,1,2,4.8,430,6.5,22,365,9.6,0.2,64,21,34,87,14,60,40,40,10,0.14,0.41,0.55,24.37,1.35,1.65,2.26,0.73,0.09,1.22,2.87,16.71,19.05,12.51,0.06,0.13,2.47,0.46,0.56,0.81,0,0,0.08,0.28,0.12,0,1.64,0.36,0.45,0.82,23.03,2.14,2.27,2.45,0.93,0.16,1.18,3.45,17.91,20.91,0.09,0.09,2.2,0.73,15.86,2.86,1.57,1.29,1.71,0.57,22.7,2.14,0,0.14,44.12,42.61,43.91,52.27,44.83,2.77,0.17,3.26,0.2,43.09,47.82,59.82,49.27,2.45,0.19,2.64,0.17,54.14,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,fowler,c,fowler5500dc,87209-12460,D,c,Cam Fowler,fowler,9.298245614,57,5500,ANH@TB,ANH,TB,,,,,,D/UTIL,fowler5500dc,4500
frost4700cm,55.74,Morgan Frost,4700,C,0,PHI,EDM-S.Skinner,9.12,11.5,6.7,0.85,1.9,1,1,5,0,-0.2,76,2,1,2.6,4.7,262,7,24,245,8.2,1.1,57,25,34,89,8.6,72,9,27,11,0.17,0.26,0.43,15.45,1.67,1.79,2.39,0.75,0.09,0.68,2.46,11.33,12.41,8.46,0.02,0.06,2.2,0.33,0.44,0.75,0,0,0.14,0.2,0.24,0.01,2.47,0.08,0.33,0.42,16.6,1.52,1.75,1.92,0.91,0.05,1,2.75,11.17,13.33,0.08,0.08,1.63,0.42,11.14,3.29,2,1.29,2.14,0.29,16.96,1.4,0.14,0,43.23,43.18,44.84,50.01,47.36,2.91,0.13,3.44,0.23,44.17,40.5,51.42,49.6,2.08,0.16,3.2,0.25,47.57,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,frost,m,frost4700cm,87209-81974,C,m,Morgan Frost,frost,8.33275841,58,4700,PHI@EDM,PHI,EDM,,,,,,C/UTIL,frost4700cm,3900
garland5000wc,76.41,Conor Garland,5000,W,0,VAN,NAS-J.Saros,9.29,11.8,6.8,0.27,1.9,3,2,2,0,0.3,21,0,3,3,3.7,135,6.5,37,140,9.7,0.7,61,31,37,85,10.3,60,50,40,10,0.2,0.41,0.6,15.76,2.28,2.19,2.99,0.73,0.09,0.26,2.44,13.38,12.38,10.03,0.01,0.07,1.3,0.15,0.23,0.63,0,0,0.19,0.34,0.41,0.01,2.06,0.27,0.45,0.73,15.09,2.9,1.91,2.64,0.72,0.14,0.18,2.09,13.64,10.73,0,0,1.19,0,13,1.86,1.71,0.14,2.14,0,14.79,0.65,0,0,44.91,43.44,47.57,46.23,44.95,3.17,0.27,3.33,0.23,44.64,43.89,41.09,49.78,3,0.21,2.56,0.22,47,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,garland,c,garland5000wc,87209-66622,W,c,Conor Garland,garland,8.738181929,55,5000,VAN@NSH,VAN,NSH,,,,,,W/UTIL,garland5000wc,3400
gaudreau4500wf,71.04,F. Gaudreau,4500,W,0,MIN,LA-P.Copley,8.03,10.2,5.9,-0.02,1.8,3,2,1,0,-1.5,41,0,2,3.2,2.9,-125,6,52,-130,8.5,0,56,28,42,96,4.4,36,0,63,11,0.22,0.28,0.49,16.08,1.83,1.85,2.26,0.82,0.12,0.52,2.36,10.72,11.43,8.21,0.02,0.01,1.53,0.21,0.31,0.69,0.02,0.02,0.18,0.25,0.1,0.03,1.82,0,0.17,0.17,16.34,0.62,1.42,1.75,0.81,0,0.42,1.83,11.33,14.42,0,0,1.01,0.08,11.13,2,1.5,0.5,1.88,0.13,16.92,1.15,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,gaudreau,f,gaudreau4500wf,87209-59209,W,f,Frederick Gaudreau,gaudreau,7.987499782,56,4500,LA@MIN,MIN,LA,,,,,,W/UTIL,gaudreau4500wf,3200
giordano5000dm,80.85,Mark Giordano,5000,D,0,TOR,BUF-U.Luukkonen,8.29,10.4,6.1,-1.44,1.7,3,0,0,0,-1.2,73,0,2,4,3.1,-175,7,51,-164,8.8,-0.3,71,18,26,95,9.3,80,30,20,10,0.07,0.31,0.38,19.66,1.16,1.55,2.12,0.73,0.05,1.85,3.4,15.59,13.64,11.59,0,0.05,1.01,0.13,0.19,0.71,0.03,0,0.04,0.26,0.8,0.01,1.19,0.09,0.36,0.45,19.06,1.42,2.18,2.91,0.75,0.04,1.73,3.91,17.82,14.82,0,0,0.01,0,18.4,2.8,1.2,1.6,2.2,0,18.37,0,0,0,48.12,47.33,42.07,42.7,44.77,3.12,0.24,2.73,0.26,53.09,44.1,44.82,45,2.45,0.3,2.2,0.32,45.25,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,giordano,m,giordano5000dm,87209-8230,D,m,Mark Giordano,giordano,8.414035195,57,5000,TOR@BUF,TOR,BUF,,,,,,D/UTIL,giordano5000dm,4200
