,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,buzz,sr,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
london5600wrd,74.51,Drake London,5600,ATL,@LA,,,9.22,13.1,5.4,0.32,1.6,7.2,8.9,-3,0.72,1.3,0,2,0,0.95,-0.4,0,18.3,28.3,0.8,10,46.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,100,0,0,100,1,0,10,6.4,0.5,-400,0,0,50,0.5,0.5,20,WR,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,london,drake london,d,london5600wrd,80468-112745,WR,d,Drake London,london,9.899999619,1,5600,ATL@LAR,ATL,LAR,,,,,,WR/FLEX,ryland,ryland,drake,london5600wrd
mariota7300qbm,43.44,Marcus Mariota,7300,ATL,@LA,,,17,26.4,7.6,-2.39,2.3,1.9,19.39,4,0.94,3.3,1,1,0,0.48,-5.2,3,18.3,28.3,0.8,10,46.5,51,0,1,2,50,2,2,0,2,-1.5,15,0,50,50,0,0,0,1,4,6,4.7,0.1,0.833,0.33,0.17,0.11,0,0,0,19.8,800,0,0,100,1,0,10,5.2,0.1,1300,2.22,1.72,15,0.05,0.26,19,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,mariota,marcus mariota,m,mariota7300qbm,80468-29358,QB,m,Marcus Mariota,mariota,19.79999924,1,7300,ATL@LAR,ATL,LAR,,,,,,QB,ryland,ryland,marcus,mariota7300qbm
mayfield7000qbb,48.55,Baker Mayfield,7000,CAR,@NYG,,,15.22,24.1,6.3,-3.58,2.2,1.3,18.8,2,0.88,0,1,1,0,0.48,-5.4,62,21.3,22.3,0.5,1,43.5,63,17,30,206,59,6.9,5.2,1.3,38,112.5,267.6,19.5,47.4,28.5,4.3,3,9.6,2,6,9,3.5,0.1,0.472,3.06,1.44,0.72,80,0.59,0,15.5,400,0,0,66,0.33,0,30,13.3,-2.7,1000,0.37,0.22,66,0.47,0.04,21,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,mayfield,baker mayfield,b,mayfield7000qbb,80468-41535,QB,b,Baker Mayfield,mayfield,19,1,7000,CAR@NYG,CAR,NYG,,,,,,QB,ryland,ryland,baker,mayfield7000qbb
mccaffrey9000rbc,77.83,C. McCaffrey,9000,CAR,@NYG,,,16.73,21.5,11.9,0.07,1.9,13.1,16.66,6,0.95,1.7,1,6,0,0.97,-0.9,35,21.3,22.3,0.5,1,43.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,57,4.4,0.2,0.513,0.94,0.41,0.18,80,0.59,0,13.7,-500,0,0,33,0,0,30,14.2,-1.6,3000,0.78,0.41,20,0,0.15,20,RB,9.14.22,0.125,0.55,0.627,13,5,4,42,17,9.1,0.2,0,0.071,0.429,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,mccaffrey,c. mccaffrey,c,mccaffrey9000rbc,80468-55050,RB,c,Christian McCaffrey,mccaffrey,13.69999981,1,9000,CAR@NYG,CAR,NYG,,,,,,RB/FLEX,ryland,ryland,christian,mccaffrey9000rbc
mckissic5200rbj,75.41,J.D. McKissic,5200,WAS,@DET,,,6.89,9,4.8,-0.29,1.3,0.3,7.18,23,0.99,0,1,2,0,0.97,1.2,32,23.8,24.8,1,1,48.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,4.5,0.1,0.581,0.53,0.29,0.18,0,0,0,6.3,0,0,0,33,0,0,30,8.7,0.8,-800,0.88,0.27,37,0.16,0.08,24,RB,9.14.22,0.143,0.166,0.607,4,5,4,34,15,8.3,0.2,0,0.2,0.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,mckissic,j.d. mckissic,j,mckissic5200rbj,80468-43334,RB,j,J.D. McKissic,mckissic,6.300000191,1,5200,WAS@DET,WAS,DET,,,,,,RB/FLEX,ryland,ryland,j.d.,mckissic5200rbj
mclaurin7300wrt,62.82,Terry McLaurin,7300,WAS,@DET,,,11.12,15.6,6.7,-1.65,1.5,4.7,12.77,19,0.99,2.5,1,2,0,0.76,-1.8,58,23.8,24.8,1,1,48.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.29,0.12,0,0,0,8.3,300,0,0,33,0,0.33,30,90,-2.1,1300,1.18,0.15,36,0.12,0.48,25,WR,9.14.22,0,0,0,0,7,4,58,24,14.3,0.3,0,0.125,0,0.241,0.222,0.27,41.2,41.7,0,0,0,0,0,0,0,0,0,0,mclaurin,terry mclaurin,t,mclaurin7300wrt,80468-56250,WR,t,Terry McLaurin,mclaurin,12.80000019,1,7300,WAS@DET,WAS,DET,,,,,,WR/FLEX,ryland,ryland,terry,mclaurin7300wrt
metcalf6800wrd,74.64,DK Metcalf,6800,SEA,@SF,,,9.82,13.8,5.8,-1.81,1.4,3,11.63,14,0.98,1.3,0,4,0,0.94,-1.6,48,15.8,24.8,-1.7,9,40.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.28,0.11,66,0.73,0.28,5.1,-100,0,0,66,0,0,30,12,-0.7,800,1.53,0.25,47,0.23,0.42,21,WR,9.14.22,0,0,0,0,7,4,56,25,12.8,0.7,0,0.421,0,0.274,0.423,0.255,39.4,36.8,0,0,0,0,0,0,0,0,0,0,metcalf,dk metcalf,d,metcalf6800wrd,80468-73048,WR,d,DK Metcalf,metcalf,5.099999905,1,6800,SEA@SF,SEA,SF,,,,,,WR/FLEX,ryland,ryland,dk,metcalf6800wrd
meyers5500wrj,72.38,Jakobi Meyers,5500,NE,@PIT,,,8.66,12,5.3,-0.01,1.6,4.8,8.67,-6,0.64,0,1,2,0,0.68,-2,53,21.8,18.8,-0.2,-3,40.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.53,0.29,77,0.63,0,3.4,0,0,0,33,0,0.66,30,80,-0.2,-500,0.86,0.15,77,0.22,0.13,22,WR,9.14.22,0,0,0,0,7,4,51,20,10.7,0.1,0,0.125,0,0.242,0.087,0.216,41.3,28.8,0,0,0,0,0,0,0,0,0,0,meyers,jakobi meyers,j,meyers5500wrj,80468-63634,WR,j,Jakobi Meyers,meyers,8.199999809,1,5500,NE@PIT,NE,PIT,,,,,,WR/FLEX,ryland,ryland,jakobi,meyers5500wrj
miami4000,42.82,Miami,4000,MIA,@BAL,,,6.5,13.5,-0.5,0.12,1.6,2.7,6.38,2,0.82,0,0,0,0,0.04,3.4,0,20.3,23.8,-0.7,3.5,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,8.6,0,0,0,0,0,0,0,0,0,79,0.58,0,13.3,200,0,0,100,0.66,0,30,10.1,3.2,-2000,0,0,85,0.5,0.15,20,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.7,0.4667,0.4582,0.0157,0.0446,6.96,10.06,4.71,2.69,0.1739,miami,miami,m,miami4000,80468-12539,D,m,Miami Dolphins,dolphins,18,1,4000,MIA@BAL,MIA,BAL,,,,,,DEF,Dolphins,Dolphins,miami,miami4000
mills6400qbd,49.52,Davis Mills,6400,HOU,@DEN,,,13.76,21.9,5.6,-3.86,2.2,0.5,17.62,-1,0.65,0,1,0,0,0.74,-4,57,17.8,27.8,1.8,10,45.5,44,20,30,204,66,6.8,5.46,1.2,32,112.8,228.1,18.3,58.9,17.5,4,2.7,7.4,1,2,3,2.6,0,0.412,1.94,1,0.29,87,0.1,0,9.6,-100,0,0,100,0.33,0,30,11.5,-2.2,400,0.34,0.2,66,0.33,0.19,21,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,mills,davis mills,d,mills6400qbd,80468-89628,QB,d,Davis Mills,mills,15.5,1,6400,HOU@DEN,HOU,DEN,,,,,,QB,ryland,ryland,davis,mills6400qbd
mixon8300rbj,61.96,Joe Mixon,8300,CIN,@DAL,,,14.39,18.5,10.3,-0.52,1.7,20.3,14.91,-2,0.73,4.2,1,7,0,0.1,-1.2,42,24.3,17.3,0.3,-7,41.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,71,4.1,0.8,0.494,2.76,1.71,0.88,0,0,0,18,0,0,0,33,0,0,30,16,1.9,2300,0.78,0.38,60,0.3,0.21,23,RB,9.14.22,0.8,0.712,1,17,2,2,19,12,7.7,0.2,0,0.282,0.564,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,mixon,joe mixon,j,mixon8300rbj,80468-52442,RB,j,Joe Mixon,mixon,18,1,8300,CIN@DAL,CIN,DAL,,,,,,RB/FLEX,ryland,ryland,joe,mixon8300rbj
moore5000wrc,38.84,Chris Moore,5000,HOU,@DEN,,,4.15,5.9,2.4,-3.38,0.8,0.2,7.53,21,0.99,0,0,1,0,0.05,-3.6,21,17.8,27.8,1.8,10,45.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,87,0.1,0,5.4,200,0,0,66,0,0.33,30,5.4,-0.8,-1000,2.71,0.26,30,0.1,0.25,20,WR,9.14.22,0,0,0,0,2,1,20,13,10.8,0.2,0,0,0,0.066,0.154,0.098,10,4.1,0,0,0,0,0,0,0,0,0,0,moore,chris moore,c,moore5000wrc,80468-33047,WR,c,Chris Moore,moore,4.599999905,1,5000,HOU@DEN,HOU,DEN,,,,,,WR/FLEX,ryland,ryland,chris,moore5000wrc
moore5800wre,75,Elijah Moore,5800,NYJ,@CLE,,,9.21,12.8,5.6,-0.14,1.6,4.7,9.35,1,0.84,0,1,3,0,0.74,-2.4,42,16.5,23,-1.8,6.5,39.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.12,0.12,80,0.61,0,4.4,-200,0,0,50,0,0.5,20,10.6,1.9,-200,1.35,0.25,52,0.31,0.1,19,WR,9.14.22,0,0,0,0,7,4,54,24,12.9,0.5,0,0.5,0,0.193,0.385,0.207,35,30.7,0,0,0,0,0,0,0,0,0,0,moore,elijah moore,e,moore5800wre,80468-88575,WR,e,Elijah Moore,moore,7.400000095,1,5800,NYJ@CLE,NYJ,CLE,,,,,,WR/FLEX,ryland,ryland,elijah,moore5800wre
moore6200wrd,81.3,DJ Moore,6200,CAR,@NYG,,,10.79,14.9,6.7,0.53,1.7,9.4,10.26,-4,0.69,3.8,1,3,0,0.94,-2.5,58,21.3,22.3,0.5,1,43.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.53,0.18,80,0.59,0,6.5,-200,0,0,33,0,0,30,11.2,-0.6,200,1.11,0.19,57,0.28,0.28,21,WR,9.14.22,0,0,0,0,9,5,67,23,12.4,0.3,0,0.25,0,0.285,0.308,0.327,42.5,40.5,0,0,0,0,0,0,0,0,0,0,moore,dj moore,d,moore6200wrd,80468-63043,WR,d,DJ Moore,moore,6.5,1,6200,CAR@NYG,CAR,NYG,,,,,,WR/FLEX,ryland,ryland,dj,moore6200wrd
mostert5300rbr,45.9,Raheem Mostert,5300,MIA,@BAL,,,5.22,6.8,3.6,-2.21,1,0.5,7.43,17,0.99,0,0,0,0,0.18,-1.2,0,20.3,23.8,-0.7,3.5,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0.58,0,3.3,-200,0,0,33,0,0.33,30,3.3,-0.2,-700,0,0,4,0,0.04,23,RB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,mostert,raheem mostert,r,mostert5300rbr,80468-28744,RB,r,Raheem Mostert,mostert,3.700000048,1,5300,MIA@BAL,MIA,BAL,,,,,,RB/FLEX,ryland,ryland,raheem,mostert5300rbr
murray8500qbk,66.57,Kyler Murray,8500,ARI,@LV,,,20.6,30.7,10.5,-1.14,2.4,6.3,21.74,0,0.76,5,1,2,0,0.8,-3.7,65,23,28.5,-1.3,5.5,51.5,50,24,34,269,69,7.8,6.81,1.5,41,144.3,278.8,18.7,65.3,19.2,4.4,2.1,6.1,6,14,31,4.9,0.3,0.542,5.53,2.59,1.24,0,0,0,20.6,300,0,0,33,0.33,0,30,20.2,-1.1,2500,0.47,0.31,61,0.38,0.09,21,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,murray,kyler murray,k,murray8500qbk,80468-63484,QB,k,Kyler Murray,murray,20.62000084,1,8500,ARI@LV,ARI,LV,,,,,,QB,ryland,ryland,kyler,murray8500qbk
new england3700,74,New England,3700,NE,@PIT,,,7.3,16,-1.4,1.89,2,7.8,5.41,1,0.77,0,0,3,0,0.69,-2.7,0,21.8,18.8,-0.2,-3,40.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,7.24,0,0,0,0,0,0,0,0,0,77,0.63,0,10.7,-200,0,0,66,0.33,0.33,30,9.9,1.7,-2300,0,0,78,0.47,0.21,23,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.1,0.4716,0.4807,0.0242,0.0326,6.33,9.75,4.85,3.9,0.1346,england,new england,n,new england3700,80468-12541,D,n,New England Patriots,patriots,4,1,3700,NE@PIT,NE,PIT,,,,,,DEF,England,England,new england,new england3700
new orleans4000,46.46,New Orleans,4000,NO,TB,,,5.88,12.6,-0.8,-0.5,1.5,0.9,6.38,3,0.86,0,0,1,0,0.07,-1.8,0,20.5,23,-1.5,2.5,43.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,7.9,0,0,0,0,0,0,0,0,0,0,0,0,5.7,-900,0,0,66,0,0.33,30,7.8,0.1,-2000,0,0,90,0.38,0.09,21,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,0.4722,0.4209,0.0166,0.0351,7.06,9.14,4.42,2.9,0.1641,orleans,new orleans,n,new orleans4000,80468-12542,D,n,New Orleans Saints,saints,6,1,4000,TB@NO,NO,TB,,,,,,DEF,Orleans,Orleans,new orleans,new orleans4000
njoku4900ted,78.24,David Njoku,4900,CLE,NYJ,,,5.27,7.3,3.3,-0.73,1.1,1.7,6,-5,0.6,2.5,0.5,3,0,0.8,-1.7,43,23,16.5,-0.8,-6.5,39.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.33,0.28,80,0.61,0,3.1,-100,0,0,50,0,0.5,20,5.3,-0.3,-1100,1.74,0.12,60,0.2,0.25,20,TE,9.14.22,0,0,0,0,3,2,24,14,12.1,0.3,0,0.3,0,0.109,0.211,0.128,13,9,0,0,0,0,0,0,0,0,0,0,njoku,david njoku,d,njoku4900ted,80468-55335,TE,d,David Njoku,njoku,1.200000048,1,4900,NYJ@CLE,CLE,NYJ,,,,,,TE/FLEX,ryland,ryland,david,njoku4900ted
ny giants4100,46.8,NY Giants,4100,NYG,CAR,,,6.28,13.5,0,-0.42,1.5,6.1,6.7,-4,0.4,0,0,2,0,0.59,2.5,0,22.3,21.3,0.5,-1,43.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,6.05,0,0,0,0,0,0,0,0,0,80,0.59,0,4.7,700,0,0,66,0,0.33,30,5.2,0.3,-1900,0,0,78,0.31,0.21,19,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.4934,0.5294,0.0145,0.0381,6.51,12.53,6.29,3.62,0.1702,giants,ny giants,n,ny giants4100,80468-12543,D,n,New York Giants,giants,4,1,4100,CAR@NYG,NYG,CAR,,,,,,DEF,York,NY,ny giants,ny giants4100
ny jets3400,51.86,NY Jets,3400,NYJ,@CLE,,,5.68,12.4,-1.1,1.23,1.7,2.6,4.45,-9,0.16,0,0,2,0,0.3,-0.4,0,16.5,23,-1.8,6.5,39.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,6.16,0,0,0,0,0,0,0,0,0,80,0.61,0,3.5,100,0,0,50,0,0.5,20,3.3,-1.1,-2600,0,0,75,0.2,0.25,20,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.5417,0.494,0.0077,0.0533,7.98,12.94,70,4.67,0.2126,jets,ny jets,n,ny jets3400,80468-12544,D,n,New York Jets,jets,4,1,3400,NYJ@CLE,NYJ,CLE,,,,,,DEF,York,NY,ny jets,ny jets3400
okwuegbunam5100tea,66.17,A. Okwuegbunam,5100,DEN,HOU,,,6.89,9.2,4.6,0.42,1.4,11.1,6.47,-4,0.64,2.5,1,1,0,0.77,-0.8,29,27.8,17.8,1.3,-10,45.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.12,0.12,87,0.1,0,5.6,200,0,0,75,0,0,40,4.9,-0.5,-900,1.73,0.17,59,0.04,0.04,22,TE,9.14.22,0,0,0,0,2,2,24,15,10.5,0.1,0,0.333,0,0.101,0.091,0.113,6,6.3,0,0,0,0,0,0,0,0,0,0,okwuegbunam,a. okwuegbunam,a,okwuegbunam5100tea,80468-70859,TE,a,Albert Okwuegbunam,okwuegbunam,5.800000191,1,5100,HOU@DEN,DEN,HOU,,,,,,TE/FLEX,ryland,ryland,albert,okwuegbunam5100tea
olave5300wrc,57.73,Chris Olave,5300,NO,TB,,,7.88,11,4.7,-0.33,1.5,1.6,8.21,7,0.93,0,0,1,0,0.74,-1.1,0,20.5,23,-1.5,2.5,43.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,300,0,0,66,0,0.33,30,5.2,0,-700,0,0,50,0,0.5,40,WR,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,olave,chris olave,c,olave5300wrc,80468-87770,WR,c,Chris Olave,olave,7.599999905,1,5300,TB@NO,NO,TB,,,,,,WR/FLEX,ryland,ryland,chris,olave5300wrc
parker5500wrd,67.44,DeVante Parker,5500,NE,@PIT,,,7.74,10.9,4.6,-0.93,1.4,1.6,8.67,5,0.92,0,0,2,0,0.71,-2,54,21.8,18.8,-0.2,-3,40.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.12,0.12,77,0.63,0,1.8,-200,0,0,0,0,1,30,7.2,-0.4,-500,0.98,0.13,35,0.15,0.2,20,WR,9.14.22,0,0,0,0,7,4,48,19,12.1,0.2,0,0.333,0,0.214,0.25,0.248,40.2,33.1,0,0,0,0,0,0,0,0,0,0,parker,devante parker,d,parker5500wrd,80468-33260,WR,d,DeVante Parker,parker,1.399999976,1,5500,NE@PIT,NE,PIT,,,,,,WR/FLEX,ryland,ryland,devante,parker5500wrd
patterson7500rbc,43.01,C. Patterson,7500,ATL,@LA,,,11.65,15,8.3,-1.27,1.6,6.5,12.92,2,0.89,1.7,1,3,0,0.02,-0.6,29,18.3,28.3,0.8,10,46.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,3.9,0.4,0.425,2.59,0.88,0.47,0,0,0,21.1,900,0,0,100,1,0,10,13.9,0.9,1500,0.92,0.48,63,0.26,0.21,19,RB,9.14.22,0.545,0.438,0.647,9,4,3,35,17,10.7,0.3,0,0.188,0.531,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,patterson,c. patterson,c,patterson7500rbc,80468-30733,RB,c,Cordarrelle Patterson,patterson,21.10000038,1,7500,ATL@LAR,ATL,LAR,,,,,,RB/FLEX,ryland,ryland,cordarrelle,patterson7500rbc
penny6500rbr,34.17,Rashaad Penny,6500,SEA,@SF,,,8.73,11.4,6.1,-1.69,1.3,2.2,10.42,1,0.86,0.8,0,1,0,0.1,-4.3,27,15.8,24.8,-1.7,9,40.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,82,6.3,0.7,0.453,1.06,0.44,0.22,66,0.73,0.28,7.7,500,0,0,66,0,0,30,11.2,1.2,500,0.81,0.41,42,0.19,0.14,21,RB,9.14.22,0.545,0.577,0.717,13,0,0,5,4,80,0,0,0.167,0.389,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,penny,rashaad penny,r,penny6500rbr,80468-57840,RB,r,Rashaad Penny,penny,7.699999809,1,6500,SEA@SF,SEA,SF,,,,,,RB/FLEX,ryland,ryland,rashaad,penny6500rbr
peoples-jones5800wrd,55.91,D. Peoples-Jones,5800,CLE,NYJ,,,7.08,9.9,4.3,-2.27,1.2,0.4,9.35,25,0.99,1.3,1,1,0,0.62,-0.8,50,23,16.5,-0.8,-6.5,39.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.11,0.11,80,0.61,0,5,400,0,0,50,0,0.5,20,7.3,-0.4,-200,1.78,0.15,45,0.2,0.25,20,WR,9.14.22,0,0,0,0,4,2,42,24,18,0.2,0,0.333,0,0.15,0.158,0.22,36.3,28.2,0,0,0,0,0,0,0,0,0,0,peoples-jones,d. peoples-jones,d,peoples-jones5800wrd,80468-91426,WR,d,Donovan Peoples-Jones,peoples-jones,9,1,5800,NYJ@CLE,CLE,NYJ,,,,,,WR/FLEX,ryland,ryland,donovan,peoples-jones5800wrd
perine6000rbs,41.17,Samaje Perine,6000,CIN,@DAL,,,4.41,5.8,3,-4.76,0.7,0.1,9.17,18,0.99,0,0,2,0,0.14,-1.2,18,24.3,17.3,0.3,-7,41.5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,4.5,0.1,0.44,0.41,0.12,0.06,0,0,0,5.2,700,0,0,33,0,0,30,50,-1.5,0,0.87,0.28,43,0.13,0.26,23,RB,9.14.22,0.067,0.163,0.919,3,2,1,13,9,7.3,0.1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,perine,samaje perine,s,perine6000rbs,80468-52451,RB,s,Samaje Perine,perine,5.199999809,1,6000,CIN@DAL,CIN,DAL,,,,,,RB/FLEX,ryland,ryland,samaje,perine6000rbs
perriman4700wrb,53.62,Breshad Perriman,4700,TB,@NO,,,3.15,4.7,1.6,-3.69,0.7,0.2,6.84,14,0.98,0,0,1,0,0.6,-2.4,30,23,20.5,-2,-2.5,43.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.06,0,0,0,0,-0.7,-400,0,0,0,0,0.33,30,40,-0.1,-1300,1.06,0.13,18,0.09,0.13,22,WR,9.14.22,0,0,0,0,3,2,33,26,15.2,0.2,0,0,0,0.078,0.071,0.094,12.6,8.8,0,0,0,0,0,0,0,0,0,0,perriman,breshad perriman,b,perriman4700wrb,80468-34295,WR,b,Breshad Perriman,perriman,-0.699999988,1,4700,TB@NO,TB,NO,Q,Knee,,,,WR/FLEX,ryland,ryland,breshad,perriman4700wrb
pickens5000wrg,58.98,George Pickens,5000,PIT,NE,,,6.67,9.3,4,-0.86,1.3,1.9,7.53,-9,0.58,0,1,1,0,0.62,-2.3,0,18.8,21.8,-1.7,3,40.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0.63,0,2.5,-200,0,0,33,0,0.66,30,4.8,-1.8,-1000,0,0,50,0,0.5,40,WR,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pickens,george pickens,g,pickens5000wrg,80468-110246,WR,g,George Pickens,pickens,0.800000012,1,5000,NE@PIT,PIT,NE,,,,,,WR/FLEX,ryland,ryland,george,pickens5000wrg
pierce5600rbd,41.87,Dameon Pierce,5600,HOU,@DEN,,,7.18,9.3,5,-1,1.3,1.2,8.18,-4,0.65,1.7,0.89,2,0,0.18,-3.9,0,17.8,27.8,1.8,10,45.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.1,0,7.1,200,0,0,66,0,0,30,6.3,-0.8,-400,0,0,75,0,0,40,RB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,pierce,dameon pierce,d,pierce5600rbd,80468-86055,RB,d,Dameon Pierce,pierce,4.400000095,1,5600,HOU@DEN,HOU,DEN,,,,,,RB/FLEX,ryland,ryland,dameon,pierce5600rbd
pitts5900tek,81.19,Kyle Pitts,5900,ATL,@LA,,,8.91,12.3,5.6,0.57,1.5,16,8.34,-2,0.73,5,1,7,0,0.97,-3,45,18.3,28.3,0.8,10,46.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.41,0.18,0,0,0,2.9,-100,0,0,0,0,1,10,80,-0.9,-100,1.26,0.18,57,0.26,0.36,19,TE,9.14.22,0,0,0,0,6,4,62,28,15.5,0.1,0,0.067,0,0.196,0.05,0.26,42.6,28.3,0,0,0,0,0,0,0,0,0,0,pitts,kyle pitts,k,pitts5900tek,80468-86080,TE,k,Kyle Pitts,pitts,2.900000095,1,5900,ATL@LAR,ATL,LAR,,,,,,TE/FLEX,ryland,ryland,kyle,pitts5900tek
pittsburgh5000,25.47,Pittsburgh,5000,PIT,NE,,,5.88,13,-1.2,-3.71,1.2,0.7,9.59,8,0.96,0,0,2,0,0,3.7,0,18.8,21.8,-1.7,3,40.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,10.87,0,0,0,0,0,0,0,0,0,77,0.63,0,14,1500,0,0,100,0.33,0,30,7.2,0.5,-1000,0,0,85,0.42,0.14,21,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.4909,0.5202,0.0163,0.0448,7.45,10.63,5.38,3.5,0.1941,pittsburgh,pittsburgh,p,pittsburgh5000,80468-12547,D,p,Pittsburgh Steelers,steelers,26,1,5000,NE@PIT,PIT,NE,,,,,,DEF,Steelers,Steelers,pittsburgh,pittsburgh5000
