,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,sr2,buzz2,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
scott5700rbb,49.05,Boston Scott,5700,PHI,@GB,,,4.61,6.3,2.9,-3.32,0.8,0.5,0.9,7.93,-14,0.41,0,0,5,0,0.98,2.4,28,21,29,1.7,8,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,4.5,0.3,0.49,1.6,0.87,0.33,32,0.67,0,9.2,-200,1.38,0.4,100,0.33,0,30,8.8,0.9,800,0.89,0.31,77,0.38,0.22,18,RB,1420, ,,0.313,0.237,0.398,6,3,2,25,11,8.6,0.1,8.1,0.211,0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,scott,boston scott,b,scott5700rbb,,,RB,,,,,,,,,,,,,,,,,
seattle4700,58.85,Seattle,4700,SEA,NYG,,,8,16.5,-0.5,0.07,1.7,14.5,9,7.93,-2,0.57,0,0,3,0,0.34,-0.7,0,29.8,18.8,1.8,-11,48.5,57,0,0,0,0,0,0,0,0,0,0,0,0,2.44,5.86,0,0,0,0,0,0,0,0,0,51,0.79,0.09,5.3,1200,0,0,100,0.5,0,60,5.9,-0.2,700,0,0,90,0.54,0.09,22,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.5407,0.5013,0.015,0.0487,7.93,10.8,5.6,3.57,0.2407,seattle,seattle,s,seattle4700,,,D,,,,,,,,,,,,,,,,,
shaheen4500tea,58.5,Adam Shaheen,4500,MIA,CIN,,,2.17,3.2,1.1,-1.6,0.5,0.5,0,3.77,-24,0.12,0,0,1,0,0.12,3.2,20,26.8,16.3,0,-10.5,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0.29,81,0.67,0.02,4.8,300,4.8,0.23,50,0.25,0,40,60,-0.1,500,5.49,0.3,28,0.21,0.07,14,TE,1420,,,0,0,0,0,1,0,7,6,12,0.3,0,0.6,0,0.035,0.167,0.033,0,0,0,0,0,0,0,0,0,0,shaheen,adam shaheen,a,shaheen4500tea,,,TE,,,,,,,,,,,,,,,,,
shenault5200wrl,76.05,Laviska Shenault,5200,JAX,@MIN,,,6.88,9.7,4,1.1,1.3,0.5,14.3,5.78,-8,0.63,1,0.9,1,0,0.16,1.4,41,20.3,30.8,0.5,10.5,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.09,0.09,0,0,0,2.8,-200,0.93,0.08,25,0,0.25,40,7.1,10,600,1.16,0.17,63,0.36,0.18,11,WR,1420,,,0,0,0,0,4,3,39,17,10.7,0.1,0,0.25,0,0.133,0.063,0.148,0,0,0,0,0,0,0,0,0,0,shenault,laviska shenault,l,shenault5200wrl,,,WR,,,,,,,,,,,,,,,,,
shepard5600wrs,87.45,Sterling Shepard,5600,NYG,@SEA,,,9,12.3,5.7,2.3,1.6,0.5,4.7,6.7,9,0.95,0.83,2.2,4,0,0.93,0.8,53,18.8,29.8,0.8,11,48.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.13,0.07,51,0.79,0.09,8.9,100,1.11,0.15,100,0.33,0,30,9.3,1.5,-100,1.16,0.18,76,0.29,0,17,WR,1420,,,0,0,0,0,7,5,55,20,9.4,0.2,7.7,0.125,0,0.217,0.118,0.217,0,0,0,0,0,0,0,0,0,0,shepard,sterling shepard,s,shepard5600wrs,,,WR,,,,,,,,,,,,,,,,,
slayton5700wrd,67.85,Darius Slayton,5700,NYG,@SEA,,,7.06,10.2,3.9,0.14,1.2,0.5,1.9,6.92,-5,0.7,1,0.2,1,0,0.67,0.8,53,18.8,29.8,0.8,11,48.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.4,0.2,51,0.79,0.09,6.6,-200,1.78,0.12,33,0.33,0.33,30,10,2.5,400,1.65,0.19,73,0.26,0.2,15,WR,1420,,,0,0,0,0,5,3,54,24,16.7,0.4,8.8,0.2,0,0.178,0.333,0.232,0,0,0,0,0,0,0,0,0,0,slayton,darius slayton,d,slayton5700wrd,,,WR,,,,,,,,,,,,,,,,,
smith4800wrt,55.8,Tre'Quan Smith,4800,NO,@ATL,,,3.51,5.2,1.8,-1.36,0.7,0.5,12,4.87,-31,0.29,0,0,2,0,0.05,3.8,47,24.3,21.8,-1,-2.5,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.13,0.13,0,0,0,5,-500,5,0.15,25,0,0.25,40,70,1.2,100,2.18,0.15,63,0.31,0.26,19,WR,1420,,,0,0,0,0,3,2,29,15,12.2,0.4,11.5,0.625,0,0.099,0.182,0.113,0,0,0,0,0,0,0,0,0,0,smith,tre'quan smith,t,smith4800wrt,,,WR,,,,,,,,,,,,,,,,,
smith5500rbi,41.2,Ito Smith,5500,ATL,NO,,,3.23,4.8,1.7,-4.2,0.6,0.5,3.9,7.43,-18,0.33,0.5,0.2,0,0,0.59,-4.3,12,21.8,24.3,-0.5,2.5,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4.3,0.1,0.577,0.8,0.33,0.07,0,0,0,8,700,0.89,0.47,33,0.33,0.33,30,3.8,-0.5,600,0.83,0.32,41,0.05,0.11,17,RB,1420,50%,0.2,0.111,0.122,0.171,2,1,1,5,4,4.8,0,0,0.167,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,smith,ito smith,i,smith5500rbi,,,RB,,,,,,,,,,,,,,,,,
smythe4300ted,67.05,Durham Smythe,4300,MIA,CIN,,,2.58,3.8,1.4,-0.72,0.6,0.5,2.6,3.3,-18,0.24,0,0,1,0,0.22,3.2,30,26.8,16.3,0,-10.5,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.2,0.13,81,0.67,0.02,4.6,200,2.61,0.18,75,0.25,0,40,30,0.3,200,2.01,0.1,53,0.13,0.13,15,TE,1420,,,0,0,0,0,1,1,9,7,8.3,0.1,3.4,0.4,0,0.043,0.091,0.038,0,0,0,0,0,0,0,0,0,0,smythe,durham smythe,d,smythe4300ted,,,TE,,,,,,,,,,,,,,,,,
st4500wre,50.05,E. St Brown,4500,GB,PHI,,,2.05,3.2,0.9,-2.14,0.5,0.5,1.2,4.19,-41,0.18,0,0,0,0,0.71,0.4,17,29,21,0.7,-8,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.67,0,4.2,0,3.16,0.15,66,0,0,30,3.4,0,0,2.61,0.2,27,0,0,11,WR,1420,,,0,0,0,0,1,0,10,8,18.5,0,0,0,0,0.035,0,0.039,0,0,0,0,0,0,0,0,0,0,st,e. st brown,e,st4500wre,,,WR,,,,,,,,,,,,,,,,,
stafford6800qbm,82.15,Matthew Stafford,6800,DET,@CHI,,,16.4,27.6,5.2,1.6,2.4,0.5,27.08,14.8,-1,0.68,0.5,0.5,1,0,0.92,0.8,65,20.5,23.5,0.2,3,44,48,20,32,241,63,7.4,6.47,1.5,37,22.1,58.8,23.2,4.7,1.9,8,1,6,8,4.9,0,0.5,4.4,1.6,0.6,36,0.77,0.09,14.6,-700,0.37,0.23,75,0.25,0.25,40,13.7,0.3,-500,0.37,0.21,60,0.33,0.26,15,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stafford,matthew stafford,m,stafford6800qbm,,,QB,,,,,,,,,,,,,,,,,
swaim4000teg,77.15,Geoff Swaim,4000,TEN,CLE,,,3.06,4.4,1.7,0.46,0.8,0.5,0,2.6,-16,0.29,0,0,0,0,0.73,0.7,35,29,25,1,-4,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,51,0.7,0.01,3,0,2.22,0.07,50,0,0,40,2.6,0,0,1.98,0.08,21,0,0,14,TE,1420,,,0,0,0,0,1,1,8,4,8.2,0,0,0,0,0.045,0,0.035,0,0,0,0,0,0,0,0,0,0,swaim,geoff swaim,g,swaim4000teg,,,TE,,,,,,,,,,,,,,,,,
swain4700wrf,48.35,Freddie Swain,4700,SEA,NYG,,,2.05,3.2,0.9,-2.59,0.4,0.5,0,4.64,-41,0.18,0,0,0,0,0.1,0.3,21,29.8,18.8,1.8,-11,48.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.09,0,51,0.79,0.09,5.2,100,3.47,0.25,25,0,0,40,4.1,-0.1,200,2.99,0.19,54,0.09,0,11,WR,1420,,,0,0,0,0,1,0,12,9,13.4,0.1,0,0,0,0.04,0.032,0.042,0,0,0,0,0,0,0,0,0,0,swain,freddie swain,f,swain4700wrf,,,WR,,,,,,,,,,,,,,,,,
tagovailoa6700qbt,94.15,Tua Tagovailoa,6700,MIA,CIN,,,17.84,30.5,5.2,3.23,2.7,0,16.14,14.61,0,0,1,0.5,1,0,0.98,3.3,43,26.8,16.3,0,-10.5,43,57,12,19,120,61,6.2,6.29,1.2,18,14.4,58.8,22.7,6.3,0,9.5,3,4,6,2.3,0,0.333,1.82,1.18,0.64,81,0.67,0.02,14.5,0,0.46,0.27,75,0.5,0,40,9.9,-0.9,500,0.41,0.23,36,0.18,0.09,11,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tagovailoa,tua tagovailoa,t,tagovailoa6700qbt,,,QB,,,,,,,,,,,,,,,,,
tannehill7800qbr,90.9,Ryan Tannehill,7800,TEN,CLE,,,19.4,31.8,7,2.63,2.5,3,28.56,16.77,2,0.88,0.96,6.6,1,0,0.58,0,65,29,25,1,-4,54,55,19,29,249,65,8.4,8.72,2.2,49,12.2,56.1,28.4,7.6,1.4,4.9,2,10,13,4.9,0.2,0.605,4.81,2.44,1.19,51,0.7,0.01,15.6,400,0.53,0.25,100,0.4,0,50,18.3,1.9,800,0.54,0.28,89,0.63,0.1,19,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tannehill,ryan tannehill,r,tannehill7800qbr,,,QB,,,,,,,,,,,,,,,,,
tate5200wrg,78.75,Golden Tate,5200,NYG,@SEA,,,7.12,9.9,4.3,1.34,1.4,0.5,5,5.78,-16,0.49,1,0.2,1,0,0.54,0.8,42,18.8,29.8,0.8,11,48.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.13,0.07,51,0.79,0.09,5.5,-300,0.69,0.15,66,0,0,30,6.8,-0.5,-400,1.05,0.16,64,0.23,0.23,17,WR,1420,,,0,0,0,0,5,3,40,23,13,0.3,8.1,0.286,0,0.166,0.267,0.175,0,0,0,0,0,0,0,0,0,0,tate,golden tate,g,tate5200wrg,,,WR,,,,,,,,,,,,,,,,,
taylor6400rbj,79.85,Jonathan Taylor,6400,IND,@HOU,,,10.42,14.8,6.1,0.75,1.6,6.5,21,9.67,-3,0.72,0.81,2.7,5,0,0.64,3.4,31,26.8,23.3,-1,-3.5,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,51,3.8,0.4,0.452,2.91,1.27,0.91,0,0,0,7.8,0,0.54,0.28,80,0.2,0,50,10.3,0.3,1000,0.64,0.33,71,0.35,0.21,14,RB,1420,81%,2.7,0.4,0.474,0.455,13,2,2,22,12,8.7,0,0,0.143,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,taylor,jonathan taylor,j,taylor6400rbj,,,RB,,,,,,,,,,,,,,,,,
tennessee3900,32.98,Tennessee,3900,TEN,CLE,,,5.9,12.5,-0.7,0.54,1.5,3,-2,5.36,-8,0.24,0,0,2,0,0.71,1.8,0,29,25,1,-4,54,55,0,0,0,0,0,0,0,0,0,0,0,0,2.6,4.17,0,0,0,0,0,0,0,0,0,51,0.7,0.01,5.4,100,0,0,60,0.4,0.4,50,6.1,-0.2,-100,0,0,70,0.45,0.3,20,DEF,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.5417,0.5348,0.0154,0.0511,7.11,11.6,60,3.93,0.2299,tennessee,tennessee,t,tennessee3900,52276-12534:Tennessee Titans,52276-12534,D,,t,Tennessee Titans,titans,4.25,12,3900,TEN@JAC,TEN,JAC,,,,Titans,Titans,tennessee,tennessee3900
thielen7800wra,89.6,Adam Thielen,7800,MIN,JAX,,,13.82,19.1,8.5,2.11,1.8,10.5,17.5,11.71,5,0.92,0.97,6.4,8,0,0.89,3,54,30.8,20.3,1,-10.5,51,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63,0.25,0,0,0,17.1,100,2.23,0.29,50,0.5,0.25,40,11.4,1.9,1000,1.55,0.21,50,0.33,0.44,18,WR,1420,,,0,0,0,0,6,4,56,23,12.9,0.9,4.5,0.667,0,0.263,0.5,0.241,0,0,0,0,0,0,0,0,0,0,thielen,adam thielen,a,thielen7800wra,,,WR,,,,,,,,,,,,,,,,,
thomas4500wrm,54.9,Mike Thomas,4500,CIN,@MIA,,,2.81,4.1,1.5,-1.38,0.6,0,0,4.19,0,0,0,0,0,0,0.49,0.4,0,16.3,26.8,0.5,10.5,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.67,0.02,0,0,0,0,0,0,0,30,2.3,-0.4,0,0,0,33,0.13,0.4,15,WR,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thomas,mike thomas,m,thomas4500wrm,52276-55694:Mike Thomas,52276-55694,WR,,m,Mike Thomas,thomas,2.974999905,8,4500,DAL@CIN,CIN,DAL,,,,ryland,ryland,mike,thomas4500wrm
thomas7200wrm,73.5,Michael Thomas,7200,NO,@ATL,,,10.94,15,6.9,0.59,1.5,6.5,15,10.35,-1,0.81,0.93,3.1,4,0,0.95,3.8,51,24.3,21.8,-1,-2.5,46,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.47,0.33,0,0,0,8.3,-1400,1.04,0.18,25,0,0.75,40,13.6,-0.3,-1600,1.36,0.27,27,0.22,0.38,18,WR,1420,,,0,0,0,0,9,6,76,22,11,0.3,7.9,0.118,0,0.338,0.136,0.318,0,0,0,0,0,0,0,0,0,0,thomas,michael thomas,m,thomas7200wrm,,,WR,,,,,,,,,,,,,,,,,
tonyan5900ter,84.3,Robert Tonyan,5900,GB,PHI,,,7.96,10.9,5,0.92,1.3,6.5,11.9,7.04,2,0.94,1,8.1,5,0,0.05,-1.5,34,29,21,0.7,-8,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.13,0.07,32,0.67,0,11,200,2.35,0.27,100,0.66,0,30,7.8,3.2,1700,2.45,0.23,50,0.4,0.45,20,TE,1420,,,0,0,0,0,3,2,32,17,11.8,0.5,4.4,0.833,0,0.094,0.216,0.12,0,0,0,0,0,0,0,0,0,0,tonyan,robert tonyan,r,tonyan5900ter,52276-80353:Robert Tonyan,52276-80353,TE,,r,Robert Tonyan,tonyan,10.74545427,11,5900,GB@DET,GB,DET,,,,ryland,ryland,robert,tonyan5900ter
trubisky6900qbm,94.85,Mitchell Trubisky,6900,CHI,DET,,,18.42,30.2,6.6,3.42,2.7,10.5,13.28,15,-9,0.17,0.94,8.4,1,0,0.67,3.8,57,23.5,20.5,-1.3,-3,44,52,21,36,214,58,5.9,4.58,1.4,25,18.8,65.6,12.1,3.9,2.8,7.5,3,13,18,6.3,0,0.417,3.5,1.71,0.93,36,0.77,0.09,20.8,500,0.4,0.31,33,0.33,0,30,12.7,-0.9,0,0.3,0.22,33,0.2,0.26,15,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trubisky,mitchell trubisky,m,trubisky6900qbm,,,QB,,,,,,,,,,,,,,,,,
valdes-scantling5700wrm,60.45,M. Valdes-Scantling,5700,GB,PHI,,,5.93,8.9,2.9,-0.99,1,0.5,-0.4,6.92,-12,0.56,1,0.7,1,0,0.58,0.4,43,29,21,0.7,-8,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.06,0.06,32,0.67,0,14,200,3.49,0.25,66,0.33,0,30,5.8,0.7,1000,1.42,0.14,55,0.16,0.38,18,WR,1420,,,0,0,0,0,4,1,36,22,19.4,0.3,2.2,0.167,0,0.117,0.108,0.135,0,0,0,0,0,0,0,0,0,0,valdes-scantling,m. valdes-scantling,m,valdes-scantling5700wrm,,,WR,,,,,,,,,,,,,,,,,
waller7000ted,89.05,Darren Waller,7000,LV,@NYJ,,,11.04,14.8,7.3,1.43,1.6,14.5,38.5,9.61,1,0.91,0.87,10,10,0,0.93,4.4,60,27.8,20.3,0,-7.5,48,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.67,0.4,38,0.55,0.02,9.6,600,1.33,0.17,50,0.25,0.5,40,11.1,2.1,100,1.37,0.18,83,0.38,0.16,18,TE,1420,,,0,0,0,0,8,5,58,21,10,0.3,11,0.263,0,0.259,0.208,0.226,0,0,0,0,0,0,0,0,0,0,waller,darren waller,d,waller7000ted,,,TE,,,,,,,,,,,,,,,,,
ward4900wrg,61.8,Greg Ward,4900,PHI,@GB,,,4.67,6.6,2.7,-0.43,1,0.5,13.2,5.1,-27,0.34,0,0,0,0,0.49,0.5,52,21,29,1.7,8,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.27,0.2,32,0.67,0,3.2,-200,0.74,0.07,33,0,0.66,30,6.7,1.1,0,1.11,0.13,77,0.27,0.22,18,WR,1420,,,0,0,0,0,5,4,33,14,8.1,0.3,7.7,0.3,0,0.153,0.174,0.133,0,0,0,0,0,0,0,0,0,0,ward,greg ward,g,ward4900wrg,,,WR,,,,,,,,,,,,,,,,,
watson8200qbd,96.15,Deshaun Watson,8200,HOU,IND,,,21.28,32.2,10.4,3.73,2.6,10.5,20.44,17.55,-3,0.52,0.75,5,1,0,0.99,0.7,62,23.3,26.8,-2,3.5,50,42,22,33,280,66,8.3,7.68,1.9,41,16.1,62.1,18,5.8,2.1,7.3,5,11,29,5,0.3,0.524,5.93,3.13,1.13,0,0,0,25.7,-100,0.63,0.44,100,0.75,0,40,22.8,60,0,0.54,0.37,85,0.65,0.15,20,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,watson,deshaun watson,d,watson8200qbd,,,QB,,,,,,,,,,,,,,,,,
wentz7300qbc,78,Carson Wentz,7300,PHI,@GB,,,16.88,26.5,7.3,1.09,2.3,0.5,4.96,15.79,-4,0.45,1,0.5,1,0,0.33,0.3,72,21,29,1.7,8,50,39,24,39,249,60,6.3,4.96,1.5,36,20.2,43.5,32.6,3.8,2.6,8.2,4,10,20,4.7,0.3,0.621,6.53,2.33,1.33,32,0.67,0,15,-200,0.32,0.22,66,0.33,0.33,30,17,0.4,-400,0.36,0.24,83,0.5,0.16,18,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wentz,carson wentz,c,wentz7300qbc,,,QB,,,,,,,,,,,,,,,,,
white5700rbj,72.1,James White,5700,NE,@LAC,,,7.76,10.1,5.4,-0.17,1.4,3,1.6,7.93,-12,0.45,1,1.5,4,0,0.64,1.6,26,22.3,24.8,-1.5,2.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3.6,0.2,0.35,0.87,0.4,0.2,0,0,0,7.2,100,1,0.33,80,0.4,0.2,50,7.6,-0.4,400,0.87,0.29,76,0.23,0.11,17,RB,1420,100%,1.5,0.118,0.076,0.41,3,4,3,30,14,8.1,0.2,80,0.286,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,white,james white,j,white5700rbj,,,RB,,,,,,,,,,,,,,,,,
wilkins5500rbj,48.9,Jordan Wilkins,5500,IND,@HOU,,,4.12,6,2.3,-3.31,0.7,0.5,2.8,7.43,-14,0.41,1,0.4,3,0,0.36,3.4,15,26.8,23.3,-1,-3.5,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,4.3,0.2,0.484,0.93,0.47,0.33,0,0,0,4.7,-100,0.51,0.26,75,0,0.25,40,5.3,-0.6,900,0.7,0.35,60,0.13,0.33,15,RB,1420,100%,0.4,0.176,0.263,0.235,6,1,0,7,6,10.2,0,0.8,0.231,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,wilkins,jordan wilkins,j,wilkins5500rbj,,,RB,,,,,,,,,,,,,,,,,
williams4200tem,69.6,Maxx Williams,4200,ARI,LA,,,2.64,3.8,1.4,-0.43,0.6,0.5,0,3.07,-21,0.18,0,0,1,0,0.29,-1.8,40,23.3,25.8,-0.5,2.5,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.07,0,0,0,4.2,200,3.34,0.1,80,0.2,0,50,3.1,0.1,-200,2.17,0.08,35,0.05,0.11,17,TE,1420,,,0,0,0,0,1,1,11,10,11.8,0.1,8.4,0.333,0,0.046,0.077,0.05,0,0,0,0,0,0,0,0,0,0,williams,maxx williams,m,williams4200tem,52276-28346:Maxx Williams,52276-28346,TE,,m,Maxx Williams,williams,2.133333365,6,4200,ARI@NYG,ARI,NYG,,,,ryland,ryland,maxx,williams4200tem
williams4500rbj,54.9,Jonathan Williams,4500,DET,@CHI,,,2.64,3.6,1.7,-2.29,0.6,0.5,0,4.93,-19,0.31,0,0,1,0,0.87,-2,7,20.5,23.5,0.2,3,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,36,0.77,0.09,2.6,0,0.52,0.12,25,0,0,40,0.5,-0.5,-300,0.31,0.07,8,0,0.33,12,RB,1420, ,,0,0.017,0.119,0,1,1,7,3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,williams,jonathan williams,j,williams4500rbj,52276-31184:Jonathan Williams,52276-31184,RB,,j,Jonathan Williams,williams,0.866666635,3,4500,GB@DET,DET,GB,,,,ryland,ryland,jonathan,williams4500rbj
williams5200rbj,76.2,Jamaal Williams,5200,GB,PHI,,,7.2,9.7,4.7,0.52,1.4,0.5,4.6,6.68,-2,0.76,0,0,7,0,0.99,-1.9,33,29,21,0.7,-8,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,4.1,0.2,0.597,1.67,0.87,0.47,32,0.67,0,9.5,-400,0.79,0.31,100,0.33,0,30,7.5,0.8,300,0.63,0.23,63,0.31,0.21,19,RB,1420, ,,0.143,0.291,0.506,9,2,2,18,8,7.9,0.1,5.5,0.095,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,williams,jamaal williams,j,williams5200rbj,52276-45631:Jamaal Williams,52276-45631,RB,,j,Jamaal Williams,williams,9.290908813,11,5200,GB@DET,GB,DET,,,,ryland,ryland,jamaal,williams5200rbj
williams5800wrm,80.65,Mike Williams,5800,LAC,NE,,,8.56,12.4,4.8,1.41,1.5,3,6.3,7.15,-10,0.6,0,0,3,0,0.71,1.3,59,24.8,22.3,-0.5,-2.5,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.33,0,0,0,8.7,-400,1.45,0.14,75,0.25,0.25,40,9.5,1.7,-100,1.68,0.16,66,0.33,0.26,15,WR,1420,,,0,0,0,0,5,3,53,28,17.5,0.4,12.3,0.167,0,0.145,0.222,0.182,0,0,0,0,0,0,0,0,0,0,williams,mike williams,m,williams5800wrm,,,WR,,,,,,,,,,,,,,,,,
wilson9000qbr,95.45,Russell Wilson,9000,SEA,NYG,,,22.76,33.9,11.6,3.64,2.5,10.5,16.02,19.12,1,0.84,0.87,3.7,1,0,0.82,-2.3,66,29.8,18.8,1.8,-11,48.5,57,24,35,276,68,7.9,7.13,2.4,43,17.7,58.6,19,6.9,2,8.4,5,14,29,5.5,0.1,0.481,6.27,3,1.6,51,0.79,0.09,17.6,0,0.39,0.27,100,0.25,0,40,22.1,3.8,600,0.51,0.34,85,0.6,0.15,20,QB,1420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wilson,russell wilson,r,wilson9000qbr,52276-22015:Russell Wilson,52276-22015,QB,,r,Russell Wilson,wilson,24.8799998,12,9000,NYJ@SEA,SEA,NYJ,,,,ryland,ryland,russell,wilson9000qbr
woods7100wrr,94.25,Robert Woods,7100,LA,@ARI,,,13.06,17.8,8.4,2.94,1.8,10.5,13.5,10.12,1,0.86,0.94,6.9,7,0,0.63,2.3,65,25.8,23.3,1,-2.5,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.4,0.33,0,0,0,14.3,-100,1.16,0.23,66,0.66,0.33,30,14.5,4.3,200,1.42,0.22,81,0.5,0.18,16,WR,1420,,,0,0,0,0,8,5,65,24,11.2,0.5,7.3,0.455,0,0.232,0.28,0.23,0,0,0,0,0,0,0,0,0,0,woods,robert woods,r,woods7100wrr,,,WR,,,,,,,,,,,,,,,,,
